risk_id,cik,ticker,company,fiscal_year,heading,filer_category,category,category_source,yoy_label,similarity,review,chars,caveat,source_url
1069157_FY2023_012,1069157,EWBC,EAST WEST BANCORP INC,2023,Our dependence on dividends from the Bank could affect our liquidity and ability to pay dividends.,Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9803,,2058,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_013,1069157,EWBC,EAST WEST BANCORP INC,2023,"We are subject to liquidity risk, which could negatively affect our funding levels.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,1.0,,1346,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_014,1069157,EWBC,EAST WEST BANCORP INC,2023,"Any downgrades in our credit ratings could have a material adverse effect on our liquidity, cost of funding, cash flows, results of operations and financial condition.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9565,,1670,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_015,1069157,EWBC,EAST WEST BANCORP INC,2023,The proportion of our deposit account balances that exceed FDIC insurance limits may expose us to enhanced liquidity risk.,Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,NEW,0.0,,1592,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_016,1069157,EWBC,EAST WEST BANCORP INC,2023,Our allowance for credit losses level may not be adequate to cover actual losses.,Risks Related to Credit Matters,financial,llm,CARRIED_FORWARD,0.9696,,2356,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_017,1069157,EWBC,EAST WEST BANCORP INC,2023,"We may be subject to increased credit risk and higher credit losses to the extent our loans are concentrated by loan type, industry segment, borrower type, or location of the borrower or collateral.",Risks Related to Credit Matters,financial,llm,CARRIED_FORWARD,1.0,,1172,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_018,1069157,EWBC,EAST WEST BANCORP INC,2023,"A failure in or breach of our operational or security systems or infrastructure, or those of third-party vendors, could disrupt our business, and adversely impact our results of operations, financial condition, cash flows, and liquidity, as",Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9758,,7155,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_019,1069157,EWBC,EAST WEST BANCORP INC,2023,Failure to keep pace with technological change could adversely affect our business. We may face risks associated with the utilization of information technology systems to support our operations effectively.,Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,1.0,,1757,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_020,1069157,EWBC,EAST WEST BANCORP INC,2023,We could face material legal and reputational harm if we fail to safeguard personal information.,Risks Related to Our Operations,regulatory,llm,CARRIED_FORWARD,1.0,,913,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_021,1069157,EWBC,EAST WEST BANCORP INC,2023,"We may be impacted by the actions, soundness or creditworthiness of other financial institutions, which can cause disruption within the industry and increase expenses.",Risks Related to Our Operations,financial,llm,MATERIALLY_REVISED,0.2921,y,1918,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_022,1069157,EWBC,EAST WEST BANCORP INC,2023,Our controls and procedures could fail or be circumvented.,Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9865,,738,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_023,1069157,EWBC,EAST WEST BANCORP INC,2023,"Our enterprise risk management program may not be effective at mitigating the risks to which we are subject, based upon our size, scope, and complexity.",Risks Related to Our Operations,operational,llm,NEW,0.0,,1346,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_024,1069157,EWBC,EAST WEST BANCORP INC,2023,We are dependent on key personnel and the loss of one or more of those key personnel may materially and adversely affect our prospects.,Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,1.0,,1326,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_025,1069157,EWBC,EAST WEST BANCORP INC,2023,"We face strong competition in the financial services industry, and we could lose business or suffer margin declines as a result.",Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,1.0,,1250,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_026,1069157,EWBC,EAST WEST BANCORP INC,2023,"We have engaged in and may continue to engage in further expansion through acquisitions, which could cause disruption to our business and may dilute existing stockholders’ interests.",Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,0.9922,,902,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_027,1069157,EWBC,EAST WEST BANCORP INC,2023,New products and services may subject us to additional risks.,Risks Related to Our Operations,strategic,llm,NEW,0.0,,1440,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_028,1069157,EWBC,EAST WEST BANCORP INC,2023,Our investments in certain tax-advantaged projects may not generate returns as anticipated and may have an adverse impact on our results of operations.,Risks Related to Our Operations,financial,llm,CARRIED_FORWARD,1.0,,1236,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_029,1069157,EWBC,EAST WEST BANCORP INC,2023,"Changes in regulation may require us to change our business practices, increase costs, limit our ability to make investments and generate revenue, or otherwise adversely affect business operations and/or competitiveness.","Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9843,,3236,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_030,1069157,EWBC,EAST WEST BANCORP INC,2023,Changes to fiscal policies and tax legislation may adversely affect our business.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9644,,1555,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_031,1069157,EWBC,EAST WEST BANCORP INC,2023,Complying with the Bank Secrecy Act and other anti-money laundering and sanctions statutes and regulations can increase our compliance costs and risks.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9928,,1816,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_032,1069157,EWBC,EAST WEST BANCORP INC,2023,We are subject to significant financial and reputational risk arising from lawsuits and other legal proceedings.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9489,,1607,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_033,1069157,EWBC,EAST WEST BANCORP INC,2023,Changes in accounting standards or changes in how the accounting standards are interpreted or applied could materially impact our financial statements.,General Risk Factors,regulatory,llm,CARRIED_FORWARD,0.9899,,885,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_034,1069157,EWBC,EAST WEST BANCORP INC,2023,"Our consolidated financial statements are based in part on assumptions and estimates which, if incorrect, could cause unexpected losses in the future.",General Risk Factors,operational,llm,CARRIED_FORWARD,1.0,,1602,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_035,1069157,EWBC,EAST WEST BANCORP INC,2023,Impairment of goodwill could result in a charge against earnings and thus a reduction in stockholders’ equity.,Item 7. MD&A – Critical Accounting Estimates,financial,llm,CARRIED_FORWARD,0.9956,,696,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_036,1069157,EWBC,EAST WEST BANCORP INC,2023,Anti-takeover provisions could negatively impact our stockholders.,Item 7. MD&A – Critical Accounting Estimates,strategic,llm,CARRIED_FORWARD,1.0,,1487,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_037,1069157,EWBC,EAST WEST BANCORP INC,2023,"Managing reputational risk is important to attracting and maintaining customers, investors, and employees.",Item 7. MD&A – Critical Accounting Estimates,strategic,llm,CARRIED_FORWARD,0.9951,,1205,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_038,1069157,EWBC,EAST WEST BANCORP INC,2023,"Increasing scrutiny and evolving expectations relating to environmental, social and governance considerations may expose us to additional costs, reputational harm, and other adverse effects on our business.",Item 7. MD&A – Critical Accounting Estimates,strategic,llm,CARRIED_FORWARD,0.914,,1344,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2023_039,1069157,EWBC,EAST WEST BANCORP INC,2023,The price of our common stock may be volatile or may decline.,Item 7. MD&A – Critical Accounting Estimates,financial,llm,CARRIED_FORWARD,0.9879,,1592,,https://www.sec.gov/Archives/edgar/data/1069157/000106915724000020/ewbc-20231231.htm
1069157_FY2024_000,1069157,EWBC,EAST WEST BANCORP INC,2024,"Unfavorable general economic, market, political or industry conditions, either domestically or internationally, may adversely affect our business, results of operations, and financial condition.",Risks Related to Geopolitical Uncertainties,financial,llm,CARRIED_FORWARD,0.9987,,2847,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_001,1069157,EWBC,EAST WEST BANCORP INC,2024,We face risks associated with international operations.,Risks Related to Geopolitical Uncertainties,regulatory,llm,CARRIED_FORWARD,0.9108,,2815,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_002,1069157,EWBC,EAST WEST BANCORP INC,2024,"Natural disasters, the effects of climate change and geopolitical events beyond our control could adversely affect our business, results of operations, and financial condition.",Risks Related to Geopolitical Uncertainties,financial,llm,MATERIALLY_REVISED,0.6821,,2358,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_003,1069157,EWBC,EAST WEST BANCORP INC,2024,A significant portion of our loan portfolio is secured by real estate and at a higher degree of risk from a downturn in real estate markets.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9754,,1996,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_004,1069157,EWBC,EAST WEST BANCORP INC,2024,Our business is subject to interest rate risk and variations in interest rates may have a material adverse effect on our financial performance.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,1.0,,2449,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_005,1069157,EWBC,EAST WEST BANCORP INC,2024,Inflation can have an adverse impact on our business and on our customers.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9205,,1460,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_006,1069157,EWBC,EAST WEST BANCORP INC,2024,The monetary policies of the federal government and its agencies could have a material adverse effect on our earnings.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9952,,975,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_007,1069157,EWBC,EAST WEST BANCORP INC,2024,"Further downgrades of the U.S. credit rating, potential automatic spending cuts or a government shutdown could negatively impact our business, results of operation and financial condition.",Risks Related to Financial Matters,regulatory,llm,MATERIALLY_REVISED,0.8533,,960,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_008,1069157,EWBC,EAST WEST BANCORP INC,2024,We are subject to fluctuations in foreign currency exchange rates.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,1.0,,818,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_009,1069157,EWBC,EAST WEST BANCORP INC,2024,"As a regulated entity, we are subject to capital requirements, and a failure to meet these standards could adversely affect our financial condition.",Risks Related to Our Capital Resources and Liquidity,regulatory,llm,CARRIED_FORWARD,1.0,,1286,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_010,1069157,EWBC,EAST WEST BANCORP INC,2024,"As a holding company, we depend on dividends and distributions from the Bank for our liquidity.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,MATERIALLY_REVISED,0.2924,y,926,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_011,1069157,EWBC,EAST WEST BANCORP INC,2024,"We are subject to liquidity risk, which could negatively affect the level or cost of our funding.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,MATERIALLY_REVISED,0.7516,,1381,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_012,1069157,EWBC,EAST WEST BANCORP INC,2024,"Any downgrades in our credit ratings could have a material adverse effect on our liquidity, cost of funding, cash flows, business, results of operations and financial condition.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9004,,1403,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_013,1069157,EWBC,EAST WEST BANCORP INC,2024,The proportion of our deposit account balances that exceed FDIC insurance limits may expose us to enhanced liquidity risk.,Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9906,,1572,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_014,1069157,EWBC,EAST WEST BANCORP INC,2024,Our allowance for credit losses may not be adequate to cover actual losses.,Risks Related to Credit Matters,financial,llm,MATERIALLY_REVISED,0.839,,1658,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_015,1069157,EWBC,EAST WEST BANCORP INC,2024,"We may be subject to increased credit risk and higher credit losses to the extent our loans are concentrated by loan type, industry segment, borrower type, or location of the borrower or collateral.",Risks Related to Credit Matters,financial,llm,CARRIED_FORWARD,0.9729,,1223,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_016,1069157,EWBC,EAST WEST BANCORP INC,2024,"A cyber-attack, information or security breach, or failure of our operational or security systems or infrastructure, or those of third-party vendors, could disrupt our business, and adversely impact our results of operations, financial cond",Risks Related to Our Operations,operational,llm,MATERIALLY_REVISED,0.8007,,4688,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_017,1069157,EWBC,EAST WEST BANCORP INC,2024,Failure to keep pace with technological change could adversely affect our business. We may face risks associated with the utilization of information technology systems to support our operations effectively.,Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,0.9985,,1755,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_018,1069157,EWBC,EAST WEST BANCORP INC,2024,"We may be impacted by the actions, soundness or creditworthiness of other financial institutions, which can cause disruption within the industry and increase expenses.",Risks Related to Our Operations,financial,llm,CARRIED_FORWARD,0.9437,,1482,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_019,1069157,EWBC,EAST WEST BANCORP INC,2024,Our controls and procedures could fail or be circumvented.,Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9865,,769,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_020,1069157,EWBC,EAST WEST BANCORP INC,2024,"Our enterprise risk management program may not be effective at mitigating the risks to which we are subject, based upon our size, scope, and complexity.",Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9959,,1337,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_021,1069157,EWBC,EAST WEST BANCORP INC,2024,We are dependent on key personnel and the loss of one or more of those key personnel may materially and adversely affect our prospects.,Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9209,,1612,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_022,1069157,EWBC,EAST WEST BANCORP INC,2024,"We face strong competition in the financial services industry, and we could lose business or suffer margin declines as a result.",Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,1.0,,1250,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_023,1069157,EWBC,EAST WEST BANCORP INC,2024,"We have engaged in and may continue to engage in further expansion through acquisitions, which could cause disruption to our business and may dilute existing stockholders’ interests.",Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,0.9859,,919,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_024,1069157,EWBC,EAST WEST BANCORP INC,2024,New products and services may subject us to additional risks.,Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,0.995,,1439,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_025,1069157,EWBC,EAST WEST BANCORP INC,2024,"Our investments in certain tax-advantaged projects may not generate returns as anticipated, which could result in an adverse impact on our results of operations.",Risks Related to Our Operations,financial,llm,MATERIALLY_REVISED,0.8791,,1420,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_026,1069157,EWBC,EAST WEST BANCORP INC,2024,"Changes in regulation may require us to change our business practices, increase our costs, limit our ability to make investments and generate revenue, or otherwise adversely affect our business operations and/or competitiveness.","Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9243,,4051,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_027,1069157,EWBC,EAST WEST BANCORP INC,2024,Changes to fiscal policies and tax legislation may adversely affect our business.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9739,,1280,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_028,1069157,EWBC,EAST WEST BANCORP INC,2024,Complying with the Bank Secrecy Act and other anti-money laundering and sanctions statutes and regulations can increase our compliance costs and risks.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9952,,1793,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_029,1069157,EWBC,EAST WEST BANCORP INC,2024,We could face material legal and reputational harm if we fail to safeguard personal information.,"Risks Related to Regulatory, Compliance and Legal Matters",operational,llm,CARRIED_FORWARD,1.0,,913,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_030,1069157,EWBC,EAST WEST BANCORP INC,2024,We are subject to significant financial and reputational risk arising from lawsuits and other legal proceedings.,"Risks Related to Regulatory, Compliance and Legal Matters",regulatory,llm,CARRIED_FORWARD,0.9967,,1620,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_031,1069157,EWBC,EAST WEST BANCORP INC,2024,Changes in accounting standards or changes in how the accounting standards are interpreted or applied could materially impact our financial statements.,General Risk Factors,financial,llm,CARRIED_FORWARD,0.9957,,926,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_032,1069157,EWBC,EAST WEST BANCORP INC,2024,"Our consolidated financial statements are based in part on assumptions and estimates which, if incorrect, could cause unexpected losses in the future.",General Risk Factors,financial,llm,CARRIED_FORWARD,1.0,,1602,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_033,1069157,EWBC,EAST WEST BANCORP INC,2024,Impairment of goodwill could result in a charge against earnings and thus a reduction in stockholders’ equity.,Item 7. MD&A – Critical Accounting Estimates,financial,llm,CARRIED_FORWARD,1.0,,696,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_034,1069157,EWBC,EAST WEST BANCORP INC,2024,Anti-takeover provisions could negatively impact our stockholders.,Item 7. MD&A – Critical Accounting Estimates,strategic,llm,CARRIED_FORWARD,1.0,,1487,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_035,1069157,EWBC,EAST WEST BANCORP INC,2024,"Managing reputational risk is important to attracting and maintaining customers, investors, and employees.",Item 7. MD&A – Critical Accounting Estimates,strategic,llm,CARRIED_FORWARD,1.0,,1205,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_036,1069157,EWBC,EAST WEST BANCORP INC,2024,"Evolving expectations relating to environmental, social and governance considerations may expose us to additional costs, reputational harm, and other adverse effects on our business.",Item 7. MD&A – Critical Accounting Estimates,strategic,llm,MATERIALLY_REVISED,0.8353,,1353,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2024_037,1069157,EWBC,EAST WEST BANCORP INC,2024,The price of our common stock may be volatile or may decline.,Item 7. MD&A – Critical Accounting Estimates,financial,llm,CARRIED_FORWARD,0.9954,,1610,,https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc-20241231.htm
1069157_FY2025_000,1069157,EWBC,EAST WEST BANCORP INC,2025,"Unfavorable general economic, market, political or industry conditions, either domestically or internationally, may adversely affect our business, results of operations, and financial condition.",Risks Related to Geographic and Political Uncertainties,financial,llm,CARRIED_FORWARD,1.0,,2847,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_001,1069157,EWBC,EAST WEST BANCORP INC,2025,We face risks associated with international operations.,Risks Related to Geographic and Political Uncertainties,strategic,llm,CARRIED_FORWARD,0.9292,,2903,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_002,1069157,EWBC,EAST WEST BANCORP INC,2025,"Natural disasters, the effects of climate change and geopolitical events beyond our control could adversely affect our business, results of operations, and financial condition.",Risks Related to Geographic and Political Uncertainties,financial,llm,CARRIED_FORWARD,1.0,,2358,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_003,1069157,EWBC,EAST WEST BANCORP INC,2025,A significant portion of our loan portfolio is secured by real estate and at a higher degree of risk from a downturn in real estate markets.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9551,,1882,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_004,1069157,EWBC,EAST WEST BANCORP INC,2025,Our business is subject to interest rate risk and variations in interest rates may have a material adverse effect on our financial performance.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9855,,2602,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_005,1069157,EWBC,EAST WEST BANCORP INC,2025,Inflation can have an adverse impact on our business and on our customers.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9003,,1230,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_006,1069157,EWBC,EAST WEST BANCORP INC,2025,The monetary policies of the federal government and its agencies could have a material adverse effect on our earnings.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,0.9471,,1350,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_007,1069157,EWBC,EAST WEST BANCORP INC,2025,"Further downgrades of the U.S. credit rating, potential automatic spending cuts or government shutdowns could negatively impact our business, results of operations and financial condition.",Risks Related to Financial Matters,regulatory,llm,MATERIALLY_REVISED,0.8199,,971,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_008,1069157,EWBC,EAST WEST BANCORP INC,2025,We are subject to fluctuations in foreign currency exchange rates.,Risks Related to Financial Matters,financial,llm,CARRIED_FORWARD,1.0,,818,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_009,1069157,EWBC,EAST WEST BANCORP INC,2025,"As a regulated entity, we are subject to capital requirements, and failure to meet these standards could adversely affect our financial condition.",Risks Related to Our Capital Resources and Liquidity,regulatory,llm,CARRIED_FORWARD,0.9363,,1150,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_010,1069157,EWBC,EAST WEST BANCORP INC,2025,"As a holding company, we depend on dividends and distributions from the Bank for our liquidity.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,1.0,,926,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_011,1069157,EWBC,EAST WEST BANCORP INC,2025,"We are subject to liquidity risk, which could negatively affect the level or cost of our funding.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,1.0,,1381,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_012,1069157,EWBC,EAST WEST BANCORP INC,2025,"Any downgrades in our credit ratings could have a material adverse effect on our liquidity, cost of funding, cash flows, business, results of operations and financial condition.",Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9934,,1380,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_013,1069157,EWBC,EAST WEST BANCORP INC,2025,The proportion of our deposit account balances that exceed FDIC insurance limits may expose us to enhanced liquidity risk.,Item 1. Business — Supervision and Regulation — Regulatory Capital Requirements,financial,llm,CARRIED_FORWARD,0.9641,,1594,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_014,1069157,EWBC,EAST WEST BANCORP INC,2025,Our allowance for credit losses may not be adequate to cover actual losses.,Risks Related to Credit Matters,financial,llm,CARRIED_FORWARD,0.978,,1614,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_015,1069157,EWBC,EAST WEST BANCORP INC,2025,"We may be subject to increased credit risk and higher credit losses to the extent our loans are concentrated by loan type, industry segment, borrower type, or location of the borrower or collateral.",Risks Related to Credit Matters,financial,llm,CARRIED_FORWARD,0.9585,,1640,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_016,1069157,EWBC,EAST WEST BANCORP INC,2025,"A cyber-attack, information or security breach, or failure of our operational or security systems or infrastructure, or those of third-party vendors, could disrupt our business, and adversely impact our results of operations, financial cond",Risks Related to Our Operations,operational,llm,CARRIED_FORWARD,0.9965,,4711,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
1069157_FY2025_017,1069157,EWBC,EAST WEST BANCORP INC,2025,Failure to keep pace with technological change could adversely affect our business. We may face risks associated with the utilization of information technology systems to support our operations effectively.,Risks Related to Our Operations,strategic,llm,CARRIED_FORWARD,0.9692,,1905,,https://www.sec.gov/Archives/edgar/data/1069157/000106915726000009/ewbc-20251231.htm
